rank,utility_tier,name,action,reason,custom_protected,optimization_llm_protected,provenance,path,archived_path,source
261,2,huggingface-skills:hf-cloud-aws-context-discovery,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/hf-cloud-aws-context-discovery/SKILL.md,,
262,2,huggingface-skills:hf-cloud-python-env-setup,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/hf-cloud-python-env-setup/SKILL.md,,
263,2,huggingface-skills:hf-cloud-sagemaker-iam-preflight,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/hf-cloud-sagemaker-iam-preflight/SKILL.md,,
264,2,huggingface-skills:hf-cloud-sagemaker-production-defaults,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/hf-cloud-sagemaker-production-defaults/SKILL.md,,
265,2,huggingface-skills:hf-mem,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/hf-mem/SKILL.md,,
266,2,huggingface-skills:huggingface-community-evals,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-community-evals/SKILL.md,,
267,2,huggingface-skills:huggingface-datasets,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-datasets/SKILL.md,,
268,2,huggingface-skills:huggingface-gradio,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-gradio/SKILL.md,,
269,2,huggingface-skills:huggingface-local-models,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-local-models/SKILL.md,,
270,2,huggingface-skills:huggingface-lora-space-builder,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-lora-space-builder/SKILL.md,,
271,2,huggingface-skills:huggingface-paper-publisher,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-paper-publisher/SKILL.md,,
272,2,huggingface-skills:huggingface-papers,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-papers/SKILL.md,,
273,2,huggingface-skills:huggingface-spaces,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-spaces/SKILL.md,,
274,2,huggingface-skills:huggingface-tool-builder,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-tool-builder/SKILL.md,,
275,2,huggingface-skills:huggingface-trackio,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-trackio/SKILL.md,,
276,2,huggingface-skills:huggingface-zerogpu,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/huggingface-zerogpu/SKILL.md,,
277,2,huggingface-skills:transformers-js,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/transformers-js/SKILL.md,,
278,2,huggingface-skills:trl-training,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/huggingface-skills/1.0.27/skills/trl-training/SKILL.md,,
279,2,jira-cli,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/jira-cli/SKILL.md,,~/.claude/skills/glean/group_2/skills/gemini-plugins-jira-cli/SKILL.md
280,2,jira-ticket-creation,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/jira-ticket-creation/SKILL.md,,~/.claude/skills/glean/group_2/skills/gemini-plugins-jira-ticket-creation/SKILL.md
281,2,lang-go-and-mobile,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",True,False,local or unresolved,~/.agents/skills/lang-go-and-mobile/SKILL.md,,~/.claude/skills/lang-go-and-mobile/SKILL.md
282,2,lang-js-ts,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",True,False,local or unresolved,~/.agents/skills/lang-js-ts/SKILL.md,,~/.claude/skills/lang-js-ts/SKILL.md
283,2,lang-python,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",True,False,local or unresolved,~/.agents/skills/lang-python/SKILL.md,,~/.claude/skills/lang-python/SKILL.md
284,2,lang-rust,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",True,False,local or unresolved,~/.agents/skills/lang-rust/SKILL.md,,~/.claude/skills/lang-rust/SKILL.md
285,2,literature-search-arxiv,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/literature-search-arxiv/SKILL.md,,~/.claude/skills/literature_search_arxiv/SKILL.md
286,2,literature-search-openalex,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/literature-search-openalex/SKILL.md,,~/.claude/skills/literature_search_openalex/SKILL.md
287,2,lsp-symbol-navigation,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/lsp-symbol-navigation/SKILL.md,,~/.claude/skills/glean/group_2/skills/gemini-plugins-lsp-symbol-navigation/SKILL.md
288,2,managing-python-dependencies,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/managing-python-dependencies/SKILL.md,,~/.claude/skills/managing-python-dependencies/SKILL.md
289,2,mcp-server-dev:build-mcp-app,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/mcp-server-dev/local/skills/build-mcp-app/SKILL.md,,
290,2,mcp-server-dev:build-mcp-server,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/mcp-server-dev/local/skills/build-mcp-server/SKILL.md,,
291,2,mcp-server-dev:build-mcpb,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/mcp-server-dev/local/skills/build-mcpb/SKILL.md,,
292,2,medusa-dev:building-admin-dashboard-customizations,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/medusa/medusa-dev/1.0.12/skills/building-admin-dashboard-customizations/SKILL.md,,
293,2,medusa-dev:building-storefronts,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/medusa/medusa-dev/1.0.12/skills/building-storefronts/SKILL.md,,
294,2,medusa-dev:building-with-medusa,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/medusa/medusa-dev/1.0.12/skills/building-with-medusa/SKILL.md,,
295,2,memory-leak-debugging,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/memory-leak-debugging/SKILL.md,,~/.claude/skills/memory-leak-debugging/SKILL.md
296,2,monglify,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/monglify/SKILL.md,,~/.claude/skills/glean/group_2/skills/gemini-plugins-monglify/SKILL.md
297,2,mongodb-atlas-expert,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.agents/skills/mongodb-atlas-expert/SKILL.md,,~/.claude/skills/mongodb-atlas-expert/SKILL.md
298,2,mongodb-clustered-collections,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.agents/skills/mongodb-clustered-collections/SKILL.md,,~/.claude/skills/mongodb-clustered-collections/SKILL.md
299,2,mongodb-gridfs,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.agents/skills/mongodb-gridfs/SKILL.md,,~/.claude/skills/mongodb-gridfs/SKILL.md
300,2,mongodb-odm-patterns,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.agents/skills/mongodb-odm-patterns/SKILL.md,,~/.claude/skills/mongodb-odm-patterns/SKILL.md
301,2,mongodb:mongodb-atlas-stream-processing,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/mongodb/1.2.1/skills/mongodb-atlas-stream-processing/SKILL.md,,
302,2,mongodb:mongodb-mcp-setup,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/mongodb/1.2.1/skills/mongodb-mcp-setup/SKILL.md,,
303,2,mongodb:mongodb-schema-design,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/mongodb/1.2.1/skills/mongodb-schema-design/SKILL.md,,
304,2,neon-postgres:neon-functions,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/neon/neon-postgres/8370e740b4705a79d104b24dd29b3e33c8688378/skills/neon-functions/SKILL.md,,
305,2,neon-postgres:neon-functions,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/plugins-cli/neon-postgres/1.1.2/skills/neon-functions/SKILL.md,,
306,2,neon-postgres:neon-object-storage,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/neon/neon-postgres/8370e740b4705a79d104b24dd29b3e33c8688378/skills/neon-object-storage/SKILL.md,,
307,2,neon-postgres:neon-object-storage,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/plugins-cli/neon-postgres/1.1.2/skills/neon-object-storage/SKILL.md,,
308,2,neon-postgres:neon-postgres,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/neon/neon-postgres/8370e740b4705a79d104b24dd29b3e33c8688378/skills/neon-postgres/SKILL.md,,
309,2,neon-postgres:neon-postgres,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/plugins-cli/neon-postgres/1.1.2/skills/neon-postgres/SKILL.md,,
310,2,neon-postgres:neon-postgres-branches,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/neon/neon-postgres/8370e740b4705a79d104b24dd29b3e33c8688378/skills/neon-postgres-branches/SKILL.md,,
311,2,neon-postgres:neon-postgres-branches,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/plugins-cli/neon-postgres/1.1.2/skills/neon-postgres-branches/SKILL.md,,
312,2,networking,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",True,False,local or unresolved,~/.agents/skills/networking/SKILL.md,,~/.claude/skills/networking/SKILL.md
313,2,notebook-guidance,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/notebook-guidance/SKILL.md,,~/.claude/skills/notebook-guidance/SKILL.md
314,2,pdf:pdf,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/openai-primary-runtime/pdf/26.826.12353/skills/pdf/SKILL.md,,
315,2,plugin-dev:command-development,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/plugin-dev/local/skills/command-development/SKILL.md,,
316,2,plugin-dev:mcp-integration,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/plugin-dev/local/skills/mcp-integration/SKILL.md,,
317,2,plugin-dev:plugin-settings,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/plugin-dev/local/skills/plugin-settings/SKILL.md,,
318,2,plugin-dev:plugin-structure,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/plugin-dev/local/skills/plugin-structure/SKILL.md,,
319,2,plugin-dev:skill-development,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/plugin-dev/local/skills/skill-development/SKILL.md,,
320,2,postgresql-expert,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.agents/skills/postgresql-expert/SKILL.md,,~/.claude/skills/postgresql-expert/SKILL.md
321,2,pr-review-loop:pr-review-loop,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/mongodb-internal/pr-review-loop/local/skills/pr-review-loop/SKILL.md,,
322,2,presentations:Presentations,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/openai-primary-runtime/presentations/26.826.12353/skills/presentations/SKILL.md,,
323,2,programming-languages,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",True,False,local or unresolved,~/.agents/skills/programming-languages/SKILL.md,,~/.claude/skills/programming-languages/SKILL.md
324,2,project-artifact,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/project-artifact/SKILL.md,,~/.claude/skills/gemini/claude-plugins-official/plugins/project-artifact/skills/project-artifact/SKILL.md
325,2,pubmed-database,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/pubmed-database/SKILL.md,,~/.claude/skills/pubmed_database/SKILL.md
326,2,pull-request-guidelines:pull-request-guidelines,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/mongodb-internal/pull-request-guidelines/local/skills/pull-request-guidelines/SKILL.md,,
327,2,remember:remember,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/remember/0.25.0/skills/remember/SKILL.md,,
328,2,remember:source-command-doctor,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/remember/0.25.0/.codex-plugin/migrated-command-skills/source-command-doctor/SKILL.md,,
329,2,review-agent,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.codex/skills/.system/review-agent/SKILL.md,,
330,2,security-best-practices,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.codex/skills/security-best-practices/SKILL.md,,
331,2,security-ownership-map,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.codex/skills/security-ownership-map/SKILL.md,,
332,2,security-threat-model,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.codex/skills/security-threat-model/SKILL.md,,
333,2,setup-leafygreen,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/setup-leafygreen/SKILL.md,,~/.claude/skills/glean/group_2/skills/gemini-plugins-setup-leafygreen/SKILL.md
334,2,sites:sites-building,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/openai-bundled/sites/0.1.52/skills/sites-building/SKILL.md,,
335,2,sites:sites-hosting,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/openai-bundled/sites/0.1.52/skills/sites-hosting/SKILL.md,,
336,2,skill-creator,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.codex/skills/.system/skill-creator/SKILL.md,,
337,2,skill-installer,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.codex/skills/.system/skill-installer/SKILL.md,,
338,2,skill-repair,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/skill-repair/SKILL.md,,~/.claude/skills/skill-repair/SKILL.md
339,2,slack:block-kit,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/slack/1.2.0/skills/block-kit/SKILL.md,,
340,2,slack:create-slack-app,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/slack/1.2.0/skills/create-slack-app/SKILL.md,,
341,2,slack:slack-cli,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/slack/1.2.0/skills/slack-cli/SKILL.md,,
342,2,slack:slack-docs,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/slack/1.2.0/skills/slack-docs/SKILL.md,,
343,2,slack:slack-messaging,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/slack/1.2.0/skills/slack-messaging/SKILL.md,,
344,2,slack:slack-search,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/slack/1.2.0/skills/slack-search/SKILL.md,,
345,2,slack:source-command-standup,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/slack/1.2.0/.codex-plugin/migrated-command-skills/source-command-standup/SKILL.md,,
346,2,software-engineering-patterns,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,local or unresolved,~/.agents/skills/software-engineering-patterns/SKILL.md,,~/.claude/skills/software-engineering-patterns/SKILL.md
347,2,spreadsheets:Spreadsheets,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.826.12353/skills/spreadsheets/SKILL.md,,
348,2,spreadsheets:excel-live-control,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.826.12353/skills/excel-live-control/SKILL.md,,
349,2,sps-comparison,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/sps-comparison/SKILL.md,,~/.claude/skills/glean/group_2/skills/gemini-plugins-sps-comparison/SKILL.md
350,2,stele:d2-authoring,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/d2-authoring/SKILL.md,,
351,2,stele:stele,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele/SKILL.md,,
352,2,stele:stele-backfill,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-backfill/SKILL.md,,
353,2,stele:stele-create-task,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-create-task/SKILL.md,,
354,2,stele:stele-doctor,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-doctor/SKILL.md,,
355,2,stele:stele-feedback,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-feedback/SKILL.md,,
356,2,stele:stele-ingest,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-ingest/SKILL.md,,
357,2,stele:stele-load-context,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-load-context/SKILL.md,,
358,2,stele:stele-operator,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-operator/SKILL.md,,
359,2,stele:stele-planner,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-planner/SKILL.md,,
360,2,stele:stele-review,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-review/SKILL.md,,
361,2,stele:stele-save-context,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-save-context/SKILL.md,,
362,2,stele:stele-save-doc,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-save-doc/SKILL.md,,
363,2,stele:stele-search,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-search/SKILL.md,,
364,2,stele:stele-start,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-start/SKILL.md,,
365,2,stele:stele-switch,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-switch/SKILL.md,,
366,2,stele:stele-unlink,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/stele-local/stele/0.54.0/skills/stele-unlink/SKILL.md,,
367,2,stripe:connect-recommend,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/stripe/0.6.4/skills/connect-recommend/SKILL.md,,
368,2,stripe:connect-required-verification-information,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/stripe/0.6.4/skills/connect-required-verification-information/SKILL.md,,
369,2,stripe:source-command-explain-error,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/stripe/0.6.4/.codex-plugin/migrated-command-skills/source-command-explain-error/SKILL.md,,
370,2,stripe:source-command-test-cards,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/stripe/0.6.4/.codex-plugin/migrated-command-skills/source-command-test-cards/SKILL.md,,
371,2,stripe:stripe-apps,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/stripe/0.6.4/skills/stripe-apps/SKILL.md,,
372,2,stripe:stripe-best-practices,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/stripe/0.6.4/skills/stripe-best-practices/SKILL.md,,
373,2,stripe:stripe-directory,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/stripe/0.6.4/skills/stripe-directory/SKILL.md,,
374,2,stripe:stripe-docs,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/stripe/0.6.4/skills/stripe-docs/SKILL.md,,
375,2,stripe:upgrade-stripe,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/stripe/0.6.4/skills/upgrade-stripe/SKILL.md,,
376,2,subagent-driven-development,keep,"High-value reusable developer, research, document, business integration, or MongoDB support capability",False,False,verified external,~/.agents/skills/subagent-driven-development/SKILL.md,,~/.claude/skills/glean/group_3/skills/gemini-plugins-subagent-driven-development/SKILL.md
377,2,superpowers:brainstorming,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/brainstorming/SKILL.md,,
378,2,superpowers:dispatching-parallel-agents,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/dispatching-parallel-agents/SKILL.md,,
379,2,superpowers:executing-plans,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/executing-plans/SKILL.md,,
380,2,superpowers:finishing-a-development-branch,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/finishing-a-development-branch/SKILL.md,,
381,2,superpowers:receiving-code-review,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/receiving-code-review/SKILL.md,,
382,2,superpowers:requesting-code-review,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/requesting-code-review/SKILL.md,,
383,2,superpowers:subagent-driven-development,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/subagent-driven-development/SKILL.md,,
384,2,superpowers:systematic-debugging,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/systematic-debugging/SKILL.md,,
385,2,superpowers:test-driven-development,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/test-driven-development/SKILL.md,,
386,2,superpowers:using-git-worktrees,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/using-git-worktrees/SKILL.md,,
387,2,superpowers:using-superpowers,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/using-superpowers/SKILL.md,,
388,2,superpowers:verification-before-completion,keep,"High practical utility for coding, infrastructure, data, security, or recurring custom workflows",False,False,verified external,~/.codex/plugins/cache/claude-plugins-official/superpowers/6.3.0/skills/verification-before-completion/SKILL.md,,
